년도,학기,학과명,과목코드,과목명,분반,주야,이수구분명,교수성명,학점,수강정원,개설여부,강의실명,수강인원,W업시간,성적평가방식구분,영의강의여부,학년,코드쉐어링과목코드,코드쉐어링분반,코드쉐어링되어진과목,코드쉐어링수강여부,비고,개설세부,인정영역구분,인정영역구분명
2014,2,글로벌리더십학부,GEK10094,일반화학실험,01,주간,교양필수,황철원,1,20,Y,NMH 411,11,"Th8,Th9",성적만P/F나감,N,1,,,,N,,01,W14,자연
2014,2,글로벌리더십학부,GEK10095,Calculus 1,01,주간,교양필수,이한진,3,50,Y,HDH 418B,66,"Tu3,F3",일반과목,Y,1,,,,N,1학년 우선 수강,,W13,수학
2014,2,글로벌리더십학부,GEK10096,Calculus 2,01,주간,교양필수,이한진,3,50,Y,HDH 425B,43,"M5,Th5",일반과목,Y,1,,,,N,,,W13,수학
2014,2,글로벌리더십학부,GEK10096,Calculus 2,02,주간,교양필수,김광익,3,60,Y,NMH 105,66,"Tu4,F4",일반과목,N,1,,,,N,,,W13,수학
2014,2,글로벌리더십학부,GEK10097,Calculus 3,01,주간,교양필수,김성옥,3,60,Y,HDH 303B,30,"M5,Th5",일반과목,N,1,,,,N,전산실 현동홀424,,W13,수학
2014,2,글로벌리더십학부,GEK10097,Calculus 3,02,주간,교양필수,안경모,3,40,Y,OH 302,25,"Tu3,F3",일반과목,N,1,,,,N,,,W13,수학
2014,2,글로벌리더십학부,GEK20001,채플(한국어) 3,01,주간,교양필수,김형겸외 4명,0,999,Y,,75,,P학점과목,N,1,GEK10001,01,C,N,,,W04,신앙1
2014,2,글로벌리더십학부,GEK20002,채플(한국어) 4,01,주간,교양필수,김형겸외 4명,0,999,Y,,709,,P학점과목,N,1,GEK10001,01,C,N,,,W04,신앙1
2014,2,글로벌리더십학부,GEK20008,공동체리더십훈련3,01,주간,교양필수,Unconfirmed,1,990,Y,,76,,성적만P/F나감,N,1,GEK10008,01,C,N,,,W05,인성1
2014,2,글로벌리더십학부,GEK20009,공동체리더십훈련4,01,주간,교양필수,Unconfirmed,1,990,Y,,734,,성적만P/F나감,N,1,GEK10008,01,C,N,,,W05,인성1
2014,2,글로벌리더십학부,GEK20011,기독교 세계관,01,주간,교양필수,곽진환,2,50,Y,NMH 405,53,W3,일반과목,N,1,,,,N,100분 수업임,,W08,세계관1
2014,2,글로벌리더십학부,GEK20011,기독교 세계관,02,주간,교양필수,최용준,2,40,Y,OH 420,39,"M2,Th2",일반과목,N,1,,,,N,100분 수업임,,W08,세계관1
2014,2,글로벌리더십학부,GEK20011,기독교 세계관,03,주간,교양필수,최용준,2,40,Y,OH 420,39,"M3,Th3",일반과목,Y,1,,,,N,100분 수업임,,W08,세계관1
2014,2,글로벌리더십학부,GEK20014,사회봉사 B,01,주간,교양필수,신성만,1,990,Y,,228,,성적만P/F나감,N,1,,,,N,,,W05,인성1
2014,2,글로벌리더십학부,GEK20015,사회봉사 C,01,주간,교양필수,신성만,1,990,Y,,46,,성적만P/F나감,N,1,,,,N,,,W05,인성1
2014,2,글로벌리더십학부,GEK20016,신앙특론,01,주간,교양선택,김형겸,3,50,Y,NMH 403,108,"M4,Th4",성적만P/F나감,N,1,,,,N,,,W09,세계관2
2014,2,글로벌리더십학부,GEK20016,신앙특론,02,주간,교양선택,Kurt A. Davidek,3,50,Y,NTH 213,28,"Tu3,F3",일반과목,Y,1,,,,N,,,W09,세계관2
2014,2,글로벌리더십학부,GEK20019,교회사의이해,01,주간,교양선택,Richard M. Hamm,3,30,Y,HDH 323C,24,"Tu4,F4",일반과목,Y,1,,,,N,,,W09,세계관2
2014,2,글로벌리더십학부,GEK20021,생활체육 2,01,주간,교양선택,지승원,1,30,Y, ,26,Tu7,성적만P/F나감,N,1,,,,N,태권도 / CCR,,W16,리더십
2014,2,글로벌리더십학부,GEK20021,생활체육 2,02,주간,교양선택,배치헌,1,20,Y,NTH 213,19,"Th7,Th8",성적만P/F나감,N,1,,,,N,테니스,,W16,리더십
2014,2,글로벌리더십학부,GEK20021,생활체육 2,03,주간,교양선택,윤영철,1,20,Y,NTH 213,19,"S3,S4",성적만P/F나감,N,1,,,,N,테니스,,W16,리더십
2014,2,글로벌리더십학부,GEK20022,영화속의 법과 사회,01,주간,교양필수,이강화,3,40,Y,NMH 410A,66,"Tu5,Tu6",일반과목,N,2,,,,N,,,W12,사회
2014,2,글로벌리더십학부,GEK20024,세계문화의 이해,01,주간,교양선택,황철원,0,30,Y,,15,,V학점(PF성적),N,1,,,,N,,,W16,리더십
2014,2,글로벌리더십학부,GEK20028,인간관계와자기성장,01,주간,교양선택,이재명,3,60,Y,SU 101,57,"Th2,Th3",성적만P/F나감,N,1,,,,N,,,W16,리더십
2014,2,글로벌리더십학부,GEK20028,인간관계와자기성장,02,주간,교양선택,이재명,3,60,Y,SU 101,84,"Th5,Th6",성적만P/F나감,N,1,,,,N,,,W16,리더십
2014,2,글로벌리더십학부,GEK20031,독서토론과 글쓰기,01,주간,교양필수,최영이,3,30,Y,HDH 320B,10,"M3,Th3",일반과목,N,1,,,,N,,01,W10,인문
2014,2,글로벌리더십학부,GEK20031,독서토론과 글쓰기,03,주간,교양필수,최영이,3,30,Y,NMH 109,19,"M6,Th6",일반과목,N,1,,,,N,,,W10,인문
2014,2,글로벌리더십학부,GEK20038,물리학실험2,01,주간,교양필수,조현지,1,15,Y,HDH 419,15,"Tu4,Tu5",성적만P/F나감,N,1,,,,N,수업시간 14:05~16:00,01,W14,자연
2014,2,글로벌리더십학부,GEK20042,교육학개론,01,주간,교양필수,Michael Fowler,3,40,Y,OH 402,55,"M2,Th2",일반과목,Y,1,,,,N,,,W12,사회
2014,2,글로벌리더십학부,GEK20042,교육학개론,02,주간,교양필수,이은실,3,40,Y,OH 401,41,"Tu2,F2",일반과목,N,1,,,,N,,,W12,사회
2014,2,글로벌리더십학부,GEK20043,공학윤리,01,주간,교양필수,이재환,3,80,Y,OH 405,43,"M6,Tu6",일반과목,Y,1,,,,N,,,W10,인문
2014,2,글로벌리더십학부,GEK20044,시민생활과 법,01,주간,교양필수,임은호,3,50,Y,NMH 105,50,"M6,M7",일반과목,N,1,,,,N,,,W12,사회
2014,2,글로벌리더십학부,GEK20045,Christian Foundation 2,01,주간,교양필수,김기호,2,65,Y,OH 403,77,"M4,Th4",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, 열송학사 College RC분반 권장",,W07,신앙2
2014,2,글로벌리더십학부,GEK20045,Christian Foundation 2,02,주간,교양필수,김기호,2,65,Y,OH 403,68,"M5,Th5",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, 열송학사 College RC분반 권장",,W07,신앙2
2014,2,글로벌리더십학부,GEK20045,Christian Foundation 2,03,주간,교양필수,김기호,2,65,Y,OH 403,73,"M6,Th6",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, 열송학사 College RC분반 권장",,W07,신앙2
2014,2,글로벌리더십학부,GEK20045,Christian Foundation 2,04,주간,교양필수,김완진,2,65,Y,NMH 403,65,"M3,Th3",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, Torrey College RC분반 권장",,W07,신앙2
2014,2,글로벌리더십학부,GEK20045,Christian Foundation 2,05,주간,교양필수,김완진,2,65,Y,NMH 403,61,"M5,Th5",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, Torrey College RC분반 권장",,W07,신앙2
2014,2,글로벌리더십학부,GEK20045,Christian Foundation 2,06,주간,교양필수,김완진,2,65,Y,NMH 403,63,"M6,Th6",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, Torrey College RC분반 권장",,W07,신앙2
2014,2,글로벌리더십학부,GEK20045,Christian Foundation 2,07,주간,교양필수,김형겸,2,65,Y,NMH 404,82,"M2,Th2",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, Kuyper College RC분반 권장",,W07,신앙2
2014,2,글로벌리더십학부,GEK20045,Christian Foundation 2,08,주간,교양필수,김형겸,2,65,Y,NMH 404,61,"M3,Th3",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, Kuyper College RC분반 권장",,W07,신앙2
2014,2,글로벌리더십학부,GEK20045,Christian Foundation 2,09,주간,교양필수,이재현,2,65,Y,OH 403,83,"Tu2,F2",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, 장기려 College RC분반 권장",,W07,신앙2
2014,2,글로벌리더십학부,GEK20045,Christian Foundation 2,10,주간,교양필수,최지성,2,65,Y,NMH 404,65,"M5,Th5",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, 손양원 College RC분반 권장",,W07,신앙2
2014,2,글로벌리더십학부,GEK20045,Christian Foundation 2,11,주간,교양필수,최지성,2,65,Y,NMH 403,74,"Tu2,F2",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, 손양원 College RC분반 권장",,W07,신앙2
2014,2,글로벌리더십학부,GEK20045,Christian Foundation 2,12,주간,교양필수,최지성,2,65,Y,NMH 403,77,"Tu3,F3",성적만P/F나감,N,1,,,,N,"1학년 우선 수강, 손양원 College RC분반 권장",,W07,신앙2
2014,2,글로벌리더십학부,GEK20045,Christian Foundation 2,13,주간,교양필수,Gregory T. Brown,2,65,Y,NMH 404,73,"M6,Th6",성적만P/F나감,Y,1,,,,N,"1학년 우선 수강, Carmichael College RC분반 권장",,W07,신앙2
2014,2,글로벌리더십학부,GEK20051,Mission Perspective,01,주간,교양필수,조원철외 3명,2,50,Y,OH 420,34,"W2,W3",일반과목,N,1,,,,N,100분 수업임,,W08,세계관1
2014,2,글로벌리더십학부,GEK20051,Mission Perspective,02,주간,교양필수,이경원,2,50,Y,NMH 110,25,"W3,W4",일반과목,Y,1,,,,N,,,W08,세계관1
2014,2,글로벌리더십학부,GEK20053,통계학,01,주간,교양필수,김헌주,3,40,Y,NMH 402,43,"Tu2,F2",일반과목,N,1,,,,N,,,W13,수학
2014,2,글로벌리더십학부,GEK20053,통계학,02,주간,교양필수,김헌주,3,40,Y,NMH 402,38,"Tu3,F3",일반과목,N,1,,,,N,,,W13,수학
2014,2,글로벌리더십학부,GEK30001,채플(한국어) 5,01,주간,교양필수,김형겸외 4명,0,999,Y,,176,,P학점과목,N,3,GEK10001,01,C,N,,,W04,신앙1
2014,2,글로벌리더십학부,GEK30002,채플(한국어) 6,01,주간,교양필수,김형겸외 4명,0,999,Y,,594,,P학점과목,N,3,GEK10001,01,C,N,,,W04,신앙1
2014,2,글로벌리더십학부,GEK30005,사회봉사 D,01,주간,교양필수,신성만,1,990,Y,,12,,성적만P/F나감,N,1,,,,N,,,W05,인성1
2014,2,글로벌리더십학부,GEK30007,직업과 소명,01,주간,교양선택,한윤식,1,70,Y,ANH 313,43,W2,성적만P/F나감,N,1,,,,N,,,W16,리더십
2014,2,글로벌리더십학부,GEK30008,공동체리더십훈련5,01,주간,교양필수,Unconfirmed,1,990,Y,,189,,성적만P/F나감,N,1,GEK10008,01,C,N,,,W05,인성1
2014,2,글로벌리더십학부,GEK30009,공동체리더십훈련6,01,주간,교양필수,Unconfirmed,1,990,Y,,613,,성적만P/F나감,N,3,GEK10008,01,C,N,,,W05,인성1
2014,2,글로벌리더십학부,GEK30014,기독교와현대사상,01,주간,교양선택,최용준,3,60,Y,OH 402,85,"M5,Th5",일반과목,Y,1,,,,N,,,W09,세계관2
2014,2,글로벌리더십학부,GEK30014,기독교와현대사상,02,주간,교양선택,김기호,3,50,Y,OH 420,52,"Tu4,F4",일반과목,N,1,,,,N,,,W09,세계관2
2014,2,글로벌리더십학부,GEK30015,현대사회와선교,01,주간,교양선택,마민호외 4명,3,120,Y,OH 405,136,"W2,W3",일반과목,N,1,,,,N,,,W09,세계관2
2014,2,글로벌리더십학부,GEK30022,리더십의 이해,01,주간,교양선택,라원기,2,65,Y,NMH 207,62,"M5,M6",성적만P/F나감,N,1,,,,N,,,W16,리더십
2014,2,글로벌리더십학부,GEK30045,현대사회와 여성,01,주간,교양필수,이향란,3,60,Y,NMH 410A,60,"Tu3,F3",일반과목,N,1,,,,N,,,W12,사회
2014,2,글로벌리더십학부,GEK40001,채플(한국어) 7,01,주간,교양선택,김형겸외 4명,1,999,Y,,103,,성적만P/F나감,N,4,GEK10001,01,C,N,,,W15,신앙3
2014,2,글로벌리더십학부,GEK40002,채플(한국어) 8,01,주간,교양선택,김형겸외 4명,1,999,Y,,24,,성적만P/F나감,N,4,GEK10001,01,C,N,,,W15,신앙3
2014,2,글로벌리더십학부,GEK40076,진로개발,01,주간,교양선택,제양규,1,60,Y,OH 305,24,W8,성적만P/F나감,N,4,,,,N,,,W16,리더십
2014,2,글로벌리더십학부,GEK40096,교양특론,01,주간,교양선택,송인호외 8명,3,80,Y,OH 402,53,"W2,W3",성적만P/F나감,N,1,,,,N,주제 : 민족화해와 기독교,,W16,리더십
2014,2,글로벌리더십학부,GEK40096,교양특론,03,주간,교양선택,김민지,3,60,Y,OH 401,28,"M4,Th4",일반과목,N,1,,,,N,주제 : 예술과 시각문화,,W16,리더십
2014,2,글로벌리더십학부,GEK40096,교양특론,04,주간,교양선택,한지은,3,40,Y,HCA 2층,45,"Tu5,F5",성적만P/F나감,N,1,,,,N,주제:교회음악과 합창,,W16,리더십
2014,2,글로벌리더십학부,ISL10011,초급프랑스어1,01,주간,교양선택,정덕재,3,30,Y,NMH 109,19,"Tu2,Th2",일반과목,N,1,,,,N,프랑스 또는 프랑스어권 국가에서 1년 이상 거주한 경우 수강불가,,W19,외국어
2014,2,글로벌리더십학부,ISL10011,초급프랑스어1,02,주간,교양선택,정덕재,3,30,Y,NMH 109,20,"Tu3,Th3",일반과목,N,1,,,,N,프랑스 또는 프랑스어권 국가에서 1년 이상 거주한 경우 수강불가,,W19,외국어
2014,2,글로벌리더십학부,ISL10047,English Pre-Course 2,01,주간,교양선택,김영칠,3,0,Y,GLC 204,3,"M3,Th3",일반과목,Y,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10053,외국인을 위한 시사한국어,01,주간,교양선택,석지영,3,30,Y,HDH 303A,9,"M6,Th6",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10071,초급일본어1,01,주간,교양선택,Harada Masao,3,30,Y,OH 421,11,"M2,Th2",일반과목,N,1,,,,N,,01,W19,외국어
2014,2,글로벌리더십학부,ISL10071,초급일본어1,02,주간,교양선택,Harada Masao,3,30,Y,OH 421,18,"M5,Th5",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10071,초급일본어1,04,주간,교양선택,김영미,3,30,Y,NMH 108,23,"Tu5,F5",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10073,초급스페인어1,01,주간,교양선택,박효영,3,30,Y,NMH 404,30,"Tu1,F1",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10073,초급스페인어1,02,주간,교양선택,박효영,3,30,Y,NMH 404,32,"Tu2,F2",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10073,초급스페인어1,03,주간,교양선택,박효영,3,30,Y,NMH 404,31,"Tu3,F3",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10074,초급일본어2,01,주간,교양선택,Harada Masao,3,30,Y,OH 421,9,"Tu5,F5",일반과목,N,1,,,,N,,01,W19,외국어
2014,2,글로벌리더십학부,ISL10075,초급중국어1,01,주간,교양선택,고미숙,3,35,Y,HDH 303B,40,"Tu3,F3",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10076,초급중국어2,01,주간,교양선택,권용호,3,25,Y,NTH 310,31,"M2,Th2",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10076,초급중국어2,02,주간,교양선택,권용호,3,25,Y,NTH 310,31,"M3,Th3",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10076,초급중국어2,03,주간,교양선택,고미숙,3,25,Y,HDH 303B,26,"Tu2,F2",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10076,초급중국어2,04,주간,교양선택,고미숙,3,25,Y,HDH 303B,24,"Tu4,F4",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10076,초급중국어2,05,주간,교양선택,권용호,3,25,Y,NMH 104A,26,"Tu3,F3",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10076,초급중국어2,06,주간,교양선택,권용호,3,25,Y,NTH 310,22,"M4,Th4",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10076,초급중국어2,08,주간,교양선택,김소희,3,25,Y,NMH 108,16,"M4,Th4",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10076,초급중국어2,09,주간,교양선택,김소희,3,25,Y,NMH 108,25,"M5,Th5",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10076,초급중국어2,10,주간,교양선택,화위,3,25,Y,NMH 104A,23,"Tu4,F4",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10076,초급중국어2,11,주간,교양선택,화위,3,25,Y,NMH 104A,20,"Tu5,F5",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10076,초급중국어2,12,주간,교양선택,화위,3,25,Y,NMH 104A,11,"Tu6,F6",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10080,초급스페인어2,01,주간,교양선택,Jessica Matchett,3,20,Y,GLC 204,10,"M5,Th5",일반과목,Y,1,,,,N,,01,W19,외국어
2014,2,글로벌리더십학부,ISL10085,러시아어로 하는 러시아여행,01,주간,교양선택,이승억,3,30,Y,NMH 109,29,"Tu6,Tu7",일반과목,N,1,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL10091,독일어1,01,주간,교양선택,남중섭,3,30,Y,NTH 411,16,"M4,Th4",일반과목,N,1,,,,N,독일어 초급자를 대상으로 함,01,W19,외국어
2014,2,글로벌리더십학부,ISL10091,독일어1,02,주간,교양선택,남중섭,3,30,Y,NTH 411,26,"M5,Th5",일반과목,N,1,,,,N,독일어 초급자를 대상으로 함,,W19,외국어
2014,2,글로벌리더십학부,ISL20076,중급중국어2,02,주간,교양선택,권용호,3,20,Y,NMH 104A,19,"Tu2,F2",일반과목,N,2,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL30037,고급영작문,01,주간,교양선택,Jeremy D. Knapp,3,17,Y,HDH 323C,15,"Tu6,F6",일반과목,Y,3,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL30038,고급영어회화,01,주간,교양선택,Mark H. Buzby,3,20,Y,GLC 304,14,"Tu3,F3",일반과목,Y,3,,,,N,,,W19,외국어
2014,2,글로벌리더십학부,ISL30076,고급중국어2,01,주간,교양선택,권용호,3,20,Y,NMH 104A,11,"Tu1,F1",일반과목,N,3,,,,N,,01,W19,외국어
2014,2,글로벌리더십학부,PCO10012,English Foundation,01,주간,실무필수,Jessica Matchett,3,20,Y,GLC 202,19,"M2,Th2",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10012,English Foundation,02,주간,실무필수,Jessica Matchett,3,20,Y,GLC 202,20,"M3,Th3",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10012,English Foundation,03,주간,실무필수,John F. Bailey,3,20,Y,GLC 303,20,"M4,Th4",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10012,English Foundation,04,주간,실무필수,John F. Bailey,3,20,Y,GLC 303,20,"M5,Th5",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10012,English Foundation,05,주간,실무필수,Alexander Banks,3,20,Y,GLC 101,19,"Tu2,F2",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10012,English Foundation,06,주간,실무필수,Alexander Banks,3,20,Y,GLC 101,20,"Tu4,F4",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10012,English Foundation,07,주간,실무필수,Jin Ha Woo,3,20,Y,GLC 106,20,"Tu3,F3",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10012,English Foundation,08,주간,실무필수,Jin Ha Woo,3,20,Y,GLC 106,20,"Tu5,F5",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,01,주간,실무필수,Richard M. Hamm,3,20,Y,GLC 303,19,"M1,Th1",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,02,주간,실무필수,Richard M. Hamm,3,20,Y,GLC 303,19,"M3,Th3",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,03,주간,실무필수,Amber Hope Montuori,3,20,Y,GLC 302,20,"M2,Th2",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,04,주간,실무필수,Amber Hope Montuori,3,20,Y,GLC 302,19,"M4,Th4",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,05,주간,실무필수,Amber Hope Montuori,3,20,Y,GLC 302,20,"M5,Th5",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,06,주간,실무필수,GeorgeVanBruggen,3,20,Y,GLC 303,19,"Tu4,F4",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,07,주간,실무필수,GeorgeVanBruggen,3,20,Y,GLC 303,20,"Tu5,F5",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,08,주간,실무필수,Alex D. Bishop,3,20,Y,GLC 301,20,"Tu2,F2",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,09,주간,실무필수,Alex D. Bishop,3,20,Y,GLC 301,20,"Tu3,F3",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,10,주간,실무필수,Craig G. Smith,3,20,Y,GLC 304,19,"Tu1,F1",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,11,주간,실무필수,Craig G. Smith,3,20,Y,GLC 304,20,"Tu2,F2",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,12,주간,실무필수,Jin Ha Woo,3,20,Y,GLC 106,20,"M3,Th3",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,13,주간,실무필수,Jin Ha Woo,3,20,Y,GLC 106,20,"M4,Th4",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,14,주간,실무필수,Jin Ha Woo,3,20,Y,GLC 106,20,"M6,Th6",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,15,주간,실무필수,Megan J. Cawood,3,20,Y,GLC 301,20,"M5,Th5",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10013,English Communication,16,주간,실무필수,Megan J. Cawood,3,20,Y,GLC 301,19,"Tu6,F6",일반과목,Y,1,,,,N,,,W50,실무영어
2014,2,글로벌리더십학부,PCO10015,한국어1,01,주간,실무필수,조수빈,3,30,Y,HDH 303A,17,"M7,Th7",일반과목,N,1,,,,N,,,W53,실무한국어
2014,2,글로벌리더십학부,PCO10016,한국어2,01,주간,실무필수,장은혜,3,30,Y,HDH 303B,9,"Tu5,F5",일반과목,N,1,,,,N,,,W53,실무한국어
2014,2,글로벌리더십학부,PCO10024,한문,01,주간,실무필수,김윤규,3,60,Y,HDH 418B,47,"M2,Th2",일반과목,N,1,,,,N,,,W51,실무한문
2014,2,글로벌리더십학부,PCO10024,한문,02,주간,실무필수,이지락,3,60,Y,NMH 404,12,"Tu5,F5",일반과목,N,1,,,,N,,,W51,실무한문
2014,2,글로벌리더십학부,PCO10052,C 프로그래밍,01,주간,실무선택,홍최영,3,40,Y,HDH 303A,46,"M2,Th2",일반과목,N,2,,,,N,,,W52,실무전산
2014,2,글로벌리더십학부,PCO10052,C 프로그래밍,02,주간,실무선택,홍최영,3,40,Y,HDH 303A,37,"M3,Th3",일반과목,N,2,,,,N,,,W52,실무전산
2014,2,글로벌리더십학부,PCO10052,C 프로그래밍,03,주간,실무선택,김경미,3,40,Y,HDH 425B,48,"Tu2,F2",일반과목,N,2,,,,N,,,W52,실무전산
2014,2,글로벌리더십학부,PCO10053,프로그래밍입문,01,주간,실무선택,이혜선외 2명,3,40,Y,HDH 403,40,"Tu2,F2",일반과목,N,1,,,,N,전산실 HDH403,,W52,실무전산
2014,2,글로벌리더십학부,PCO10057,정보처리개론,01,주간,실무필수,도해영,2,50,Y,NMH 402,53,"M1,Th1",일반과목,N,1,,,,N,,,W52,실무전산
2014,2,글로벌리더십학부,PCO10057,정보처리개론,02,주간,실무필수,도해영,2,50,Y,NMH 402,54,"M2,Th2",일반과목,N,1,,,,N,,,W52,실무전산
2014,2,글로벌리더십학부,PCO10057,정보처리개론,03,주간,실무필수,도해영,2,50,Y,NMH 402,54,"M3,Th3",일반과목,N,1,,,,N,,,W52,실무전산
2014,2,글로벌리더십학부,PCO10057,정보처리개론,04,주간,실무필수,도해영,2,50,Y,NMH 402,50,"M4,Th4",일반과목,N,1,,,,N,,,W52,실무전산
2014,2,글로벌리더십학부,PCO10057,정보처리개론,05,주간,실무필수,윤정배,2,50,Y,OH 421,60,"Tu6,Tu7",일반과목,N,1,,,,N,수업시간 4:00~5:40 / ,,W52,실무전산
2014,2,글로벌리더십학부,PCO10057,정보처리개론,06,주간,실무필수,윤정배,2,50,Y,OH 421,50,"Tu7,Tu8",일반과목,N,1,,,,N,수업시간 5:50~7:30/ ,,W52,실무전산
2014,2,글로벌리더십학부,PCO10057,정보처리개론,07,주간,실무필수,윤정배,2,50,Y,OH 421,55,"Th6,Th7",일반과목,N,1,,,,N,수업시간 4:00~5:40/ ,,W52,실무전산
2014,2,글로벌리더십학부,PCO10057,정보처리개론,08,주간,실무필수,윤정배,2,50,Y,OH 421,48,"Th7,Th8",일반과목,N,1,,,,N,수업시간 5:50~7:30 /,,W52,실무전산
2014,2,글로벌리더십학부,PCO10057,정보처리개론,10,주간,실무필수,이혜선외 2명,2,50,Y,NMH 106,64,"Tu6,Tu7",일반과목,N,1,,,,N,수업시간 4:00~5:40,,W52,실무전산
2014,2,글로벌리더십학부,PCO10057,정보처리개론,11,주간,실무필수,김현숙,2,50,Y,HDH 418B,44,"W8,W9",일반과목,N,1,,,,N,수업시간 9:40~11:20,,W52,실무전산
2014,2,글로벌리더십학부,PCO10057,정보처리개론,12,주간,실무필수,이혜선외 2명,2,50,Y,NMH 410A,49,"Th6,Th7",일반과목,N,1,,,,N,수업시간 4:00~5:40,,W52,실무전산
2014,2,글로벌리더십학부,PCO10057,정보처리개론,13,주간,실무필수,김헌주,2,50,Y,HDH 425B,59,"W1,W2",일반과목,N,1,,,,N,수업시간 9:40~11:20,,W52,실무전산
2014,2,글로벌리더십학부,PCO10057,정보처리개론,14,주간,실무필수,홍최영,2,50,Y,HDH 303B,27,"Th6,Th7",일반과목,Y,1,,,,N,수업시간 4:00~5:40/ foreigners only/ Korean students are never allowed!,,W52,실무전산
2014,2,글로벌리더십학부,PCO10057,정보처리개론,15,주간,실무필수,김현숙,2,50,Y,HDH 418B,57,"W1,W2",일반과목,N,1,,,,N,,,W52,실무전산
